Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,date
https://twitter.com/banklessDAO/status/1393218975098564608,Blueprint ✍️ https://t.co/sy6a7C0YUQ,2021-05-14 14:57 +0000,17503,131,0.007484431240358796,2021-05-14
https://twitter.com/banklessDAO/status/1393200819638505475,"@BenFerrum 1. Start creating apps. Learn solidity, web3, nodejs. Use @HardhatHQ 
2. Start contributing to OSS repos. Complete tickets, maybe even apply for a grant.
3. Start writing and tweeting

If you can commit full time, you'll get a job within 3-4 months.",2021-05-14 13:45 +0000,494,25,0.05060728744939271,2021-05-14
https://twitter.com/banklessDAO/status/1393010887611404288,Ty @zapper_fi 🤝 https://t.co/KrMHd8TPGQ,2021-05-14 01:10 +0000,11325,1122,0.0990728476821192,2021-05-14
https://twitter.com/banklessDAO/status/1392629166718210059,@philipp_kothe @BanklessHQ How do you mean?,2021-05-12 23:54 +0000,53,1,0.018867924528301886,2021-05-12
https://twitter.com/banklessDAO/status/1392522333177323520,Boop https://t.co/E1BFeGdKvR,2021-05-12 16:49 +0000,15279,711,0.0465344590614569,2021-05-12
https://twitter.com/banklessDAO/status/1392497534602461186,@SelfSimilar8 @BanklessHQ We're working on plenty of ways to let anyone earn BANK!,2021-05-12 15:10 +0000,70,3,0.04285714285714286,2021-05-12
https://twitter.com/banklessDAO/status/1392485678668124161,"We thank you @bairesdao 🤝 

The bidding for ETH HAS NO SUPPLY FLOOR is still live: https://t.co/mXcS2voxCz https://t.co/dA26zTQZYi",2021-05-12 14:23 +0000,2135,79,0.03700234192037471,2021-05-12
https://twitter.com/banklessDAO/status/1392376736965226498,"Shit wait I missed it, someone leave https://t.co/hja2ZUUlNc",2021-05-12 07:10 +0000,2505,343,0.13692614770459083,2021-05-12
https://twitter.com/banklessDAO/status/1392280217100587009,@Fernjosh1 @zapper_fi @BanklessHQ Need that,2021-05-12 00:47 +0000,41,3,0.07317073170731707,2021-05-12
https://twitter.com/banklessDAO/status/1392280008123584514,"‘Twas the night before a DAO vote, and all thru the Discord... https://t.co/Ph2dKqEaki",2021-05-12 00:46 +0000,2151,27,0.012552301255230125,2021-05-12
https://twitter.com/banklessDAO/status/1392271395556446210,@Freddmannen dropped these fat 💵stacks. Designers are starting to make waves. https://t.co/OWrmZZYRnY,2021-05-12 00:12 +0000,47,6,0.1276595744680851,2021-05-12
https://twitter.com/banklessDAO/status/1392196255493750787,"🚨🚨🚨 $BANK HOLDERS 🚨🚨🚨
BanklessDAO is in its infancy. Every decision matters. We have our FIRST community proposal and it's a 🐋one. If you hold any BANK, we're voting on an airdrop of 87M BANK. If you own a 2020 or 2021 badge, this affects you. VOTE

https://t.co/vRAbg3rgKe",2021-05-11 19:13 +0000,13914,768,0.055196205260888316,2021-05-11
https://twitter.com/banklessDAO/status/1392146238875729921,"Snapshot: https://t.co/Wxdg3faMkJ

Thread: https://t.co/EsrDdTIEvt",2021-05-11 15:55 +0000,1986,44,0.022155085599194362,2021-05-11
https://twitter.com/banklessDAO/status/1392146237671936006,"Yesterday, BanklessDAO members passed their second formal proposal! BanklessDAO will be donating $$$ 100,000 USD to @gitcoin! This donation is sourced from @cmsholdings, who offered the juicy amount to get @udiWertheimer on a podcast ep. with @TrustlessState and @RyanSAdams. 👇",2021-05-11 15:55 +0000,39398,587,0.014899233463627596,2021-05-11
https://twitter.com/banklessDAO/status/1392144800774688779,@TeamSobol @BanklessHQ Send us a DM. Probably going to start evaluating org tools very shorty. https://t.co/VIwpD2OWVV,2021-05-11 15:49 +0000,44,6,0.13636363636363635,2021-05-11
https://twitter.com/banklessDAO/status/1391900383107182592,@0xKimberly @0xBorderless We're working on a Gitbook with some onboarding docs. Check back in a day or two!,2021-05-10 23:38 +0000,52,4,0.07692307692307693,2021-05-10
https://twitter.com/banklessDAO/status/1391856669647200258,Us soon. https://t.co/lj2gUzHD1Y,2021-05-10 20:44 +0000,20359,293,0.014391669531902353,2021-05-10
https://twitter.com/banklessDAO/status/1391771697548730370,Have a look at what the inside looks like. @frogmonkee's writeup on hard and soft consensus within BanklessDAO https://t.co/wtxRyuxYTg,2021-05-10 15:06 +0000,11202,62,0.005534725941796108,2021-05-10
https://twitter.com/banklessDAO/status/1391603159726915591,Day 6 Rollup - Story time: A couple of people hopped in voice chat. Then a few more. Then more. Talked for a half hour about how this DAO is unlike any other in momentum. Talked so long we didn't even hear about $ETH passing $4K. We missed it. 🐂Bullish🐂 $BANK,2021-05-10 03:57 +0000,4646,127,0.027335342229875163,2021-05-10
https://twitter.com/banklessDAO/status/1391550610734944256,@_LapsuX @BanklessHQ @RyanSAdams https://t.co/gn3YqruBGY,2021-05-10 00:28 +0000,106,12,0.11320754716981132,2021-05-10
https://twitter.com/banklessDAO/status/1391548686304436225,"In the most recent @BanklessHQ Roll Up, @RyanSAdams sent this message out to future members of the DAO. 

Come build with us:
👉 https://t.co/UZvNGcEt1m https://t.co/5KqpCEGfd8",2021-05-10 00:20 +0000,21893,520,0.023751884163888,2021-05-10
